id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
32444,GQNC,small_airport,"Tichitt Airport",18.4500007629395,-9.51700019836426,561,AF,MR,MR-09,Tichitt,no,GQNC,THI,,,http://en.wikipedia.org/wiki/Tichitt_Airport,
3131,GQND,small_airport,"Tidjikja Airport",18.5701007843018,-11.4235000610352,1363,AF,MR,MR-09,Tidjikja,no,GQND,TIY,,,http://en.wikipedia.org/wiki/Tidjikja_Airport,
30699,GQNE,small_airport,"Abbaye Airport",16.6333141326904,-14.2000007629395,66,AF,MR,MR-05,Boghe,no,GQNE,BGH,,,http://en.wikipedia.org/wiki/Abbaye_Airport,
3132,GQNF,small_airport,"Kiffa Airport",16.5900001525879,-11.4062004089355,424,AF,MR,MR-03,Kiffa,no,GQNF,KFA,,,http://en.wikipedia.org/wiki/Kiffa_Airport,
32461,GQNH,small_airport,"Timbedra Airport",16.2329998016357,-8.16699981689453,692,AF,MR,MR-01,Timbedra,no,GQNH,TMD,,,http://en.wikipedia.org/wiki/Timbedra_Airport,
3133,GQNI,small_airport,"NÃ©ma Airport",16.6219997406006,-7.31659984588623,751,AF,MR,MR-01,NÃ©ma,no,GQNI,EMN,,,http://en.wikipedia.org/wiki/N%C3%A9ma_Airport,
30630,GQNJ,small_airport,"Akjoujt Airport",19.7330169677734,-14.3832492828369,403,AF,MR,MR-12,Akjoujt,no,GQNJ,AJJ,,,http://en.wikipedia.org/wiki/Akjoujt_Airport,
3134,GQNK,small_airport,"KaÃ©di Airport",16.1595001220703,-13.5075998306274,66,AF,MR,MR-04,KaÃ©di,no,GQNK,KED,,,http://en.wikipedia.org/wiki/Ka%C3%A9di_Airport,
31934,GQNL,small_airport,"Letfotar Airport",17.75,-12.5,256,AF,MR,MR-05,Moudjeria,no,GQNL,MOM,,,http://en.wikipedia.org/wiki/Letfotar_Airport,
3135,GQNN,medium_airport,"Nouakchott International Airport",18.0981998443604,-15.9484996795654,13,AF,MR,MR-NKC,Nouakchott,yes,GQNN,NKC,,,http://en.wikipedia.org/wiki/Nouakchott_International_Airport,
3136,GQNS,small_airport,"SÃ©libaby Airport",15.1796998977661,-12.2073001861572,219,AF,MR,MR-10,SÃ©libaby,no,GQNS,SEY,,,http://en.wikipedia.org/wiki/S%C3%A9libaby_Airport,Selibabi
32446,GQNT,small_airport,"Tamchakett Airport",17.2329998016357,-10.8170003890991,620,AF,MR,MR-02,Tamchakett,no,GQNT,THT,,,http://en.wikipedia.org/wiki/Tamchakett_Airport,
3137,GQPA,medium_airport,"Atar International Airport",20.506799697876,-13.0431995391846,734,AF,MR,MR-07,Atar,no,GQPA,ATR,,,http://en.wikipedia.org/wiki/Atar_International_Airport,
31126,GQPF,small_airport,"Fderik Airport",22.6669998168945,-12.7329998016357,961,AF,MR,MR-11,Fderik,no,GQPF,FGD,,,http://en.wikipedia.org/wiki/Fderik_Airport,
3138,GQPP,medium_airport,"Nouadhibou International Airport",20.9330997467041,-17.0300006866455,24,AF,MR,MR-08,Nouadhibou,yes,GQPP,NDB,,,http://en.wikipedia.org/wiki/Nouadhibou_International_Airport,
32135,GQPZ,small_airport,"Tazadit Airport",22.7563991546631,-12.4835996627808,1129,AF,MR,MR-11,ZouÃ©rate,no,GQPZ,OUZ,,,http://en.wikipedia.org/wiki/Tazadit_Airport,
42455,GR-0005,small_airport,"Spetsai Airport",37.3488998413086,23.253999710083,1,EU,GR,GR-11,Spetsai,no,,JSS,,,,
42230,GT-0001,small_airport,"Chiquimula Airport",14.8500003814697,-89.6166687011719,1484,NA,GT,GT-CQ,Chiquimula,no,,CIQ,,,,
42231,GT-0002,small_airport,"Dos Lagunas Airport",17.6124000549316,-89.6884002685547,1057,NA,GT,GT-PE,"Dos Lagunas",no,,DON,,,,
42232,GT-0003,small_airport,"El Naranjo Airport",17.3528003692627,-90.1513977050781,387,NA,GT,GT-PE,"El Naranjo",no,,ENJ,,,,
42233,GT-0004,small_airport,"Paso Caballos Airport",17.2639007568359,-90.2563018798828,213,NA,GT,GT-PE,"Paso Caballos",no,,PCG,,,,
42234,GT-0005,small_airport,"Las Vegas Airport",15.6688995361328,-88.9579010009766,28,NA,GT,GT-IZ,"Rio Dulce",no,,LCF,,,,
42235,GT-0006,small_airport,"El PetÃ©n Airport",17.2263889312744,-89.6050033569336,774,NA,GT,GT-PE,Tikal,no,,TKM,,,,
42236,GT-0007,small_airport,"Uaxactun Airport",17.3938884735107,-89.6327438354492,573,NA,GT,GT-PE,Uaxactun,no,,UAX,,,,
32161,GT-PKJ,small_airport,"Playa Grande Airport",15.9975004196167,-90.74169921875,577,NA,GT,GT-QC,"Playa Grande",no,,PKJ,,,,Morales
3146,GUCY,medium_airport,"Conakry Airport",9.57689,-13.612,72,AF,GN,GN-C,Conakry,yes,GUCY,CKY,,,http://en.wikipedia.org/wiki/Conakry_International_Airport,
3147,GUFA,medium_airport,"Fria Airport",10.3506002426147,-13.5691995620728,499,AF,GN,GN-FR,,no,GUFA,FIG,,,,
3148,GUFH,medium_airport,"Faranah Airport",10.0354995727539,-10.7698001861572,1476,AF,GN,GN-FA,,no,GUFH,FAA,,,,
31777,GUKU,small_airport,"Kissidougou Airport",9.16055965423584,-10.124400138855,1808,AF,GN,GN-KS,Kissidougou,no,GUKU,KSI,,,,
3149,GULB,medium_airport,"Labe Airport",11.3261003494263,-12.2868003845215,3396,AF,GN,GN-LA,,no,GULB,LEK,,,,
31886,GUMA,small_airport,"Macenta Airport",8.53299999237061,-9.46700000762939,1690,AF,GN,GN-MC,Macenta,no,GUMA,MCA,,,,
32069,GUNZ,small_airport,"Nzerekore Airport",7.80601930618286,-8.70179748535156,1657,AF,GN,GN-NZ,Nzerekore,no,GUNZ,NZE,,,,
30763,GUOK,small_airport,"Boke Airport",10.9658002853394,-14.2811002731323,164,AF,GN,GN-BK,Boke,no,GUOK,BKJ,,,,
32250,GUSB,small_airport,"Sambailo Airport",12.572699546814,-13.3584995269775,295,AF,GN,GN-KN,Koundara,no,GUSB,SBI,,,,
31530,GUSI,small_airport,"Siguiri Airport",11.4329996109009,-9.16699981689453,1296,AF,GN,GN-SI,Siguiri,no,GUSI,GII,,,,
44577,GUXN,small_airport,"Kankan Airport",10.3940000534058,-9.30379962921143,1234,AF,GN,GN-KA,Kankan,no,GUXN,KNN,,,http://en.wikipedia.org/wiki/Kankan_Airport,
3150,GVAC,medium_airport,"AmÃ­lcar Cabral International Airport",16.7413997650146,-22.9493999481201,177,AF,CV,CV-B,Espargos,yes,GVAC,SID,,,http://en.wikipedia.org/wiki/Am%C3%ADlcar_Cabral_International_Airport,"Sal Island"
31560,GVAN,small_airport,"Agostinho Neto Airport",17.2028007507324,-25.0905990600586,32,AF,CV,CV-B,"Ponta do Sol",no,GVAN,NTO,,,http://en.wikipedia.org/wiki/Agostinho_Neto_Airport,"Santo Antao Island"
3151,GVBA,medium_airport,"Rabil Airport",16.1364994049072,-22.8889007568359,69,AF,CV,CV-B,Rabil,yes,GVBA,BVC,,,http://en.wikipedia.org/wiki/Rabil_Airport,"Boa Vista Island"
3152,GVMA,medium_airport,"Maio Airport",15.1559000015259,-23.2136993408203,36,AF,CV,CV-S,"Vila do Maio",yes,GVMA,MMO,,,http://en.wikipedia.org/wiki/Maio_Airport,"Maio Island"
31961,GVMT,small_airport,"Mosteiros Airport",15.0450000762939,-24.3391990661621,66,AF,CV,CV-S,"Vila do Mosteiros",no,GVMT,MTI,,,,"Fogo Island"
3153,GVNP,medium_airport,"Praia International Airport",14.9245004653931,-23.4934997558594,230,AF,CV,CV-S,Praia,yes,GVNP,RAI,,,http://en.wikipedia.org/wiki/Francisco_Mendes_International_Airport,"Santiago Island"
32287,GVSF,small_airport,"SÃ£o Filipe Airport",14.8850002288818,-24.4799995422363,617,AF,CV,CV-S,"SÃ£o Filipe",yes,GVSF,SFL,,,,"Fogo Island"
3154,GVSN,medium_airport,"PreguiÃ§a Airport",16.588399887085,-24.2847003936768,669,AF,CV,CV-B,PreguiÃ§a,yes,GVSN,SNE,,,http://en.wikipedia.org/wiki/Pregui%C3%A7a_Airport,"Sao Nicolau Island"
3155,GVSV,medium_airport,"SÃ£o Pedro Airport",16.8332004547119,-25.0552997589111,66,AF,CV,CV-B,"SÃ£o Pedro",no,GVSV,VXE,,,http://en.wikipedia.org/wiki/S%C3%A3o_Pedro_Airport,"SÃ£o Vicente Island"
34923,GWW,closed,"Gatow Airport",52.4743995666504,13.1380996704102,161,EU,DE,DE-BE,Spandau,no,GWW,EDG,,,http://en.wikipedia.org/wiki/Gatow_Airport,"General-Steinhoff Kaserne, Luftwaffenmuseum der Bundeswehr, RAF Gatow"
41500,GY-BCG,small_airport,"Bemichi Airport",7.69999980926514,-59.1666603088379,94,SA,GY,GY-BA,Bemichi,no,,BCG,,,,
41501,GY-BTO,small_airport,"Botopasi Airport",4.23332977294922,-55.4500007629395,242,SA,SR,SR-SI,Botopasi,no,,BTO,,,,
41502,GY-DOE,small_airport,"Djumu-Djomoe Airport",4.01666688919067,-55.4833335876465,285,SA,SR,SR-SI,Djumu-Djomoe,no,,DOE,,,,
41503,GY-LDO,small_airport,"Ladouanie Airport",4.38333320617676,-55.4000015258789,236,SA,SR,SR-SI,Ladouanie,no,,LDO,,,,
41504,GY-WSO,small_airport,"Washabo Airport",5.25015020370483,-57.1738014221191,68,SA,SR,SR-SI,Washabo,no,,WSO,,,,
3157,HAAB,medium_airport,"Bole International Airport",8.97789001464844,38.7993011474609,7630,AF,ET,ET-AA,"Addis Ababa",yes,HAAB,ADD,,,http://en.wikipedia.org/wiki/Bole_International_Airport,"Haile Selassie I"
3159,HAAM,medium_airport,"Arba Minch Airport",6.03939008712769,37.5904998779297,3901,AF,ET,ET-SN,,yes,HAAM,AMH,,,http://en.wikipedia.org/wiki/Arba_Minch_Airport,"Gantar,Minghi"
3160,HAAX,medium_airport,"Axum Airport",14.1468000411987,38.7728004455566,6959,AF,ET,ET-TI,,yes,HAAX,AXU,,,http://en.wikipedia.org/wiki/Axum_Airport,
28119,HABC,small_airport,"Baco Airport",5.78286981582642,36.5620002746582,,AF,ET,ET-SN,Baco,yes,HABC,BCO,,,http://en.wikipedia.org/wiki/Baco_Airport,Jinka
3161,HABD,medium_airport,"Bahir Dar Airport",11.608099937439,37.3216018676758,5978,AF,ET,ET-AM,"Bahir Dar",yes,HABD,BJR,,,http://en.wikipedia.org/wiki/Bahir_Dar_Airport,
30694,HABE,small_airport,"Beica Airport",9.38638973236084,34.521900177002,5410,AF,ET,ET-BE,Beica,yes,HABE,BEI,,,,
30949,HADC,small_airport,"Combolcha Airport",11.0825004577637,39.7113990783691,6117,AF,ET,ET-AM,Dessie,yes,HADC,DSE,,,,
30885,HADD,small_airport,"Dembidollo Airport",8.55399990081787,34.8580017089844,5200,AF,ET,ET-GA,Dembidollo,yes,HADD,DEM,,,,
30882,HADM,small_airport,"Debra Marcos Airport",10.3500003814697,37.7169990539551,8136,AF,ET,ET-AM,"Debra Marcos",no,HADM,DBM,,,,
3162,HADR,medium_airport,"Aba Tenna Dejazmach Yilma International Airport",9.62469959259033,41.8541984558105,3827,AF,ET,ET-DD,"Dire Dawa",yes,HADR,DIR,,,http://en.wikipedia.org/wiki/Aba_Tenna_Dejazmach_Yilma_International_Airport,
30883,HADT,small_airport,"Debre Tabor Airport",11.9670000076294,38,8490,AF,ET,ET-AM,"Debre Tabor",no,HADT,DBT,,,,
31195,HAFN,small_airport,"Fincha Airport",9.58300018310547,37.3499984741211,7600,AF,ET,ET-OR,Fincha,no,HAFN,FNH,,,,
31546,HAGB,small_airport,"Robe Airport",7.01700019836426,40,7892,AF,ET,ET-OR,Goba,no,HAGB,GOB,,,,
31545,HAGH,small_airport,"Ghinnir Airport",7.15000009536743,40.7169990539551,6499,AF,ET,ET-OR,Ghinnir,no,HAGH,GNN,,,,
3163,HAGM,medium_airport,"Gambella Airport",8.12876033782959,34.5630989074707,1614,AF,ET,ET-GA,Gambela,yes,HAGM,GMB,,,http://en.wikipedia.org/wiki/Gambela_Airport,"Gambela National Park"
3164,HAGN,medium_airport,"Gonder Airport",12.5199003219604,37.4339981079102,6449,AF,ET,ET-AM,Gondar,yes,HAGN,GDQ,,,http://en.wikipedia.org/wiki/Gondar_Airport,Azezo
3165,HAGO,medium_airport,"Gode Airport",5.93513011932,43.5786018372,834,AF,ET,ET-SO,Gode,yes,HAGO,GDE,,,http://en.wikipedia.org/wiki/Gode_Airport,Iddiole
31547,HAGR,small_airport,"Gore Airport",8.16699981689453,35.5499992370605,6580,AF,ET,ET-GA,Gore,yes,HAGR,GOR,,,,
31653,HAHU,small_airport,"Humera Airport",14.25,36.5830001831055,1930,AF,ET,ET-TI,Humera,no,HAHU,HUE,,,,
3166,HAJM,medium_airport,"Jimma Airport",7.66609001159668,36.8166007995605,5500,AF,ET,ET-OR,Jimma,yes,HAJM,JIM,,,http://en.wikipedia.org/wiki/Aba_Segud_Airport,
30612,HAKD,small_airport,"Kabri Dehar Airport",6.73400020599365,44.2529983520508,1800,AF,ET,ET-SO,"Kabri Dehar",yes,HAKD,ABK,,,,"Kabri Dar"
31815,HAKL,small_airport,"Kelafo East Airport",5.65700006484985,44.3499984741211,1730,AF,ET,ET-SO,Kelafo,no,HAKL,LFO,,,,
30664,HALA,small_airport,"Awassa Airport",7.06699991226196,38.5,5450,AF,ET,ET-OR,Awassa,no,HALA,AWA,,,,
3167,HALL,small_airport,"Lalibella Airport",11.9750003814697,38.9799995422363,6506,AF,ET,ET-AM,Lalibela,no,HALL,LLI,,,http://en.wikipedia.org/wiki/Lalibela_Airport,
3168,HAMK,medium_airport,"Mekele Airport",13.467399597168,39.5335006713867,7396,AF,ET,ET-TI,,no,HAMK,MQX,,,http://en.wikipedia.org/wiki/Alula_Aba_Airport,
32017,HAMN,small_airport,"Mendi Airport",9.76700019836426,35.0999984741211,5500,AF,ET,ET-BE,Mendi,no,HAMN,NDM,,,,
31960,HAMT,small_airport,"Mizan Teferi Airport",6.96700000762939,35.5330009460449,4396,AF,ET,ET-GA,"Mizan Teferi",yes,HAMT,MTF,,,,
32021,HANJ,small_airport,"Nejjo Airport",9.55000019073486,35.4669990539551,6150,AF,ET,ET-BE,Nejjo,no,HANJ,NEJ,,,,
32022,HANK,small_airport,"Nekemte Airport",9.05000019073486,36.5999984741211,6500,AF,ET,ET-OR,Nekemte,no,HANK,NEK,,,,
32409,HASD,small_airport,"Soddu Airport",6.81699991226196,37.75,6400,AF,ET,ET-OR,Soddu,no,HASD,SXU,,,,
3169,HASO,medium_airport,"Asosa Airport",10.018500328064,34.5862998962402,5100,AF,ET,ET-BE,Asosa,yes,HASO,ASO,,,http://en.wikipedia.org/wiki/Asosa_Airport,
32448,HATP,small_airport,"Tippi Airport",7.11700010299683,35.382999420166,1100,AF,ET,ET-GA,Tippi,yes,HATP,TIE,,,,
32627,HAWC,small_airport,"Waca Airport",7.16699981689453,37.1669998168945,4200,AF,ET,ET-OR,Waca,no,HAWC,WAC,,,,
3170,HBBA,medium_airport,"Bujumbura International Airport",-3.32401990890503,29.3185005187988,2582,AF,BI,BI-BJ,Bujumbura,yes,HBBA,BJM,,,http://en.wikipedia.org/wiki/Bujumbura_International_Airport,
31529,HBBE,small_airport,"Gitega Airport",-3.41720938682556,29.9113082885742,5741,AF,BI,BI-GI,Gitega,no,HBBE,GID,,,,Kitega
30638,HCMA,small_airport,"Alula Airport",11.9499998092651,50.7330017089844,6,AF,SO,SO-BR,Alula,yes,HCMA,ALU,,,,
30711,HCMB,small_airport,"Baidoa Airport",3.10222005844116,43.6286010742188,1820,AF,SO,SO-BY,Baidoa,no,HCMB,BIB,,,,
30865,HCMC,small_airport,"Candala Airport",11.5,49.9169998168945,9,AF,SO,SO-BR,Candala,no,HCMC,CXN,,,,
31571,HCME,small_airport,"Eil Airport",7.91699981689453,49.7999992370605,812,AF,SO,SO-NU,Eil,no,HCME,HCM,,,,
30792,HCMF,small_airport,"Bosaso Airport",11.2753000259399,49.1493988037109,3,AF,SO,SO-BR,Bosaso,yes,HCMF,BSA,,,,
31552,HCMG,small_airport,"Gardo Airport",9.51700019836426,49.0830001831055,2632,AF,SO,SO-BR,Gardo,no,HCMG,GSR,,,,
3171,HCMH,medium_airport,"Egal International Airport",9.51817035675049,44.0887985229492,4423,AF,SO,SO-WO,Hargeisa,yes,HCMH,HGA,,,http://en.wikipedia.org/wiki/Hargeisa_International_Airport,
3172,HCMI,medium_airport,"Berbera Airport",10.3892002105713,44.9411010742188,30,AF,SO,SO-WO,Berbera,yes,HCMI,BBO,,,http://en.wikipedia.org/wiki/Berbera_Airport,
3173,HCMK,medium_airport,"Kisimayu Airport",-0.377353012561798,42.4592018127441,49,AF,SO,SO-JH,,no,HCMK,KMU,,,,
31899,HCMM,medium_airport,"Aden Adde International Airport",2.01444005966187,45.3046989440918,29,AF,SO,SO-BN,Mogadishu,yes,HCMM,MGQ,,,http://en.wikipedia.org/wiki/Aden_Adde_International_Airport,HCCM
30836,HCMO,small_airport,"Obbia Airport",5.36666679382324,48.5166664123535,65,AF,SO,SO-MU,Obbia,no,HCMO,CMO,,,,
31536,HCMR,small_airport,"Galcaio Airport",6.78082990646362,47.4547004699707,975,AF,SO,SO-MU,Galcaio,yes,HCMR,GLK,,,,
30837,HCMS,small_airport,"Scusciuban Airport",10.3000001907349,50.2330017089844,1121,AF,SO,SO-BR,Scusciuban,no,HCMS,CMS,,,,
31018,HCMU,small_airport,"Erigavo Airport",10.642050549,47.3879814148,5720,AF,SO,SO-SA,Erigavo,no,HCMU,ERA,,,http://en.wikipedia.org/wiki/Ceerigaabo_Airport,
30802,HCMV,small_airport,"Burao Airport",9.51700019836426,45.5670013427734,3400,AF,SO,SO-TO,Burao,yes,HCMV,BUO,,,,
3174,HDAM,medium_airport,"Djibouti-Ambouli Airport",11.5473003387451,43.1595001220703,49,AF,DJ,DJ-DJ,"Djibouti City",yes,HDAM,JIB,,,http://en.wikipedia.org/wiki/Djibouti-Ambouli_International_Airport,
39580,HDAS,small_airport,"Ali-Sabieh Airport",11.1333332061768,42.716667175293,,AF,DJ,DJ-AS,Ali-Sabieh,no,HDAS,AII,,,http://en.wikipedia.org/wiki/Ali-Sabieh_Airport,
39584,HDMO,small_airport,"Moucha Airport",11.716667175293,43.2000007629395,,AF,DJ,DJ-DJ,"Moucha Island",no,HDMO,MHI,,,http://en.wikipedia.org/wiki/Moucha_Airport,
32082,HDOB,small_airport,"Obock Airport",11.9670000076294,43.2669982910156,69,AF,DJ,DJ-OB,Obock,no,HDOB,OBC,,,http://en.wikipedia.org/wiki/Obock_Airport,
32430,HDTJ,small_airport,"Tadjoura Airport",11.7829999923706,42.9169998168945,246,AF,DJ,DJ-TA,Tadjoura,no,HDTJ,TDJ,,,http://en.wikipedia.org/wiki/Tadjoura_Airport,
32285,HE24,small_airport,"Siwa Oasis North Airport",29.3455009460449,25.5067005157471,330,AF,EG,EG-MT,Siwa,no,HE24,SEW,,,,
3175,HEAL,medium_airport,"El Alamein International Airport",30.9244995117188,28.4613990783691,143,AF,EG,EG-MT,"El Alamein",no,HEAL,DBB,,,,"Al Alamain, Al Alamayn, Ø§ÙØ¹ÙÙÙÙâ"
3176,HEAR,medium_airport,"El Arish International Airport",31.073299408,33.8358001709,121,AS,EG,EG-SIN,"El Arish",yes,HEAR,AAC,,,http://en.wikipedia.org/wiki/El_Arish_International_Airport,
3177,HEAT,medium_airport,"Assiut International Airport",27.0464992523,31.0119991302,772,AF,EG,EG-WAD,Assiut,yes,HEAT,ATZ,,,http://en.wikipedia.org/wiki/Assiut_Airport,Asyut
3178,HEAX,medium_airport,"El Nouzha Airport",31.1839008331299,29.9489002227783,-6,AF,EG,EG-ALX,Alexandria,yes,HEAX,ALY,,,http://en.wikipedia.org/wiki/El_Nouzha_Airport,"Alexandria International Airport"
3180,HEBA,medium_airport,"Borg El Arab International Airport",30.9176998138428,29.6963996887207,177,AF,EG,EG-ALX,Alexandria,yes,HEBA,HBE,,,http://en.wikipedia.org/wiki/Borg_El_Arab_Airport,
3181,HEBL,medium_airport,"Abu Simbel Airport",22.3759994507,31.611700058,616,AF,EG,EG-ASN,"Abu Simbel",yes,HEBL,ABS,,,http://en.wikipedia.org/wiki/Abu_Simbel_Airport,
3183,HECA,large_airport,"Cairo International Airport",30.1219005584717,31.4055995941162,382,AF,EG,EG-C,Cairo,yes,HECA,CAI,,,http://en.wikipedia.org/wiki/Cairo_International_Airport,
3184,HECW,medium_airport,"Cairo West Airport",30.116399765,30.9153995514,550,AF,EG,EG-GZ,"El Cairo",no,HECW,CWE,,,,
3185,HEDK,small_airport,"Dakhla Airport",25.411600112915,29.0030994415283,613,AF,EG,EG-WAD,,no,HEDK,DAK,,,,
3186,HEGN,large_airport,"Hurghada International Airport",27.1783008575439,33.7994003295898,52,AF,EG,EG-BA,Hurghada,yes,HEGN,HRG,,,http://en.wikipedia.org/wiki/Hurghada_International_Airport,"Al Ghardaqah, Ø§ÙØºØ±Ø¯ÙØ©"
3188,HEGR,medium_airport,"El Gora Airport",31.0690002441406,34.1291999816895,324,AS,EG,EG-SIN,,no,HEGR,EGH,,,,
3190,HEKG,small_airport,"El Kharga Airport",25.4736003875732,30.5907001495361,192,AF,EG,EG-WAD,,no,HEKG,UVL,,,,
3191,HELX,medium_airport,"Luxor International Airport",25.670999527,32.7066001892,294,AF,EG,EG-KN,Luxor,yes,HELX,LXR,,,http://en.wikipedia.org/wiki/Luxor_International_Airport,
3192,HEMA,medium_airport,"Marsa Alam International Airport",25.557100296,34.5836982727,251,AF,EG,EG-BA,"Marsa Alam",yes,HEMA,RMF,,,http://en.wikipedia.org/wiki/Marsa_Alam_International_Airport,
3193,HEMM,medium_airport,"Mersa Matruh Airport",31.3253993988,27.2217006683,94,AF,EG,EG-MT,"Mersa Matruh",no,HEMM,MUH,,,http://en.wikipedia.org/wiki/Mersa_Matruh_Airport,
3195,HEOW,small_airport,"Shark El Oweinat International Airport",22.5856990814209,28.7166004180908,859,AF,EG,EG-WAD,,no,HEOW,GSQ,,,,
3196,HEPS,medium_airport,"Port Said Airport",31.2793998718262,32.2400016784668,8,AF,EG,EG-SHR,"Port Said",no,HEPS,PSD,,http://en.wikipedia.org/wiki/Port_Said_Airport,http://en.wikipedia.org/wiki/Port_Said_Airport,
3197,HESC,medium_airport,"St Catherine International Airport",28.685300827,34.0625,4368,AS,EG,EG-JS,,no,HESC,SKV,,,http://en.wikipedia.org/wiki/St._Catherine_International_Airport,
3198,HESH,medium_airport,"Sharm El Sheikh International Airport",27.9773006439,34.3950004578,143,AS,EG,EG-JS,"Sharm el-Sheikh",yes,HESH,SSH,,,http://en.wikipedia.org/wiki/Sharm_el-Sheikh_International_Airport,
3199,HESN,medium_airport,"Aswan International Airport",23.9643993378,32.8199996948,662,AF,EG,EG-ASN,Aswan,yes,HESN,ASW,,,http://en.wikipedia.org/wiki/Aswan_International_Airport,
3200,HETB,medium_airport,"Taba International Airport",29.5877990723,34.7780990601,2415,AS,EG,EG-SIN,Taba,no,HETB,TCP,,,http://en.wikipedia.org/wiki/Taba_International_Airport,
3201,HETR,small_airport,"El Tor Airport",28.2089996337891,33.6455001831055,115,AS,EG,EG-JS,,no,HETR,ELT,,,,
3202,HHAS,medium_airport,"Asmara International Airport",15.2918996810913,38.910701751709,7661,AF,ER,ER-SK,Asmara,yes,HHAS,ASM,,,http://en.wikipedia.org/wiki/Asmara_International_Airport,
3203,HHMS,medium_airport,"Massawa International Airport",15.6700000762939,39.3700981140137,194,AF,ER,ER-SK,Massawa,yes,HHMS,MSW,,,http://en.wikipedia.org/wiki/Massawa_International_Airport,
3204,HHSB,medium_airport,"Assab International Airport",13.0718002319336,42.6450004577637,46,AF,ER,ER-DK,Asab,yes,HHSB,ASA,,,http://en.wikipedia.org/wiki/Asseb_International_Airport,
32435,HHTS,small_airport,"Tessenei Airport",15.1169996261597,36.6829986572266,2018,AF,ER,ER-GB,Tessenei,no,HHTS,TES,,,,
28145,HIL,small_airport,"Shilavo Airport",6.08333015441895,44.7667007446289,1296,AF,ET,ET-SO,Shilavo,yes,HIL,HIL,,,http://en.wikipedia.org/wiki/Shilavo_Airport,Shillavo
28481,HKAM,medium_airport,"Amboseli Airport",-2.64505004882812,37.253101348877,3755,AF,KE,KE-700,"Amboseli National Park",yes,HKAM,ASV,,,http://en.wikipedia.org/wiki/Amboseli_Airport,"Maasai Amboseli Game Reserve"
3205,HKEL,medium_airport,"Eldoret International Airport",0.404457986354828,35.238899230957,6941,AF,KE,KE-700,Eldoret,yes,HKEL,EDL,,http://www.kenyaairports.co.ke/kaa/airports/eldoret/,http://en.wikipedia.org/wiki/Eldoret_International_Airport,HKED
28480,HKES,small_airport,"Eliye Springs Airport",3.21667003631592,35.9667015075684,1395,AF,KE,KE-700,"Eliye Springs",no,HKES,EYS,,,,"Ille Springs"
31758,HKFG,small_airport,"Kalokol Airport",3.48300004005432,35.8330001831055,1245,AF,KE,KE-700,Kalokol,no,HKFG,KLK,,,,"FER, Ferguson's Gulf"
31514,HKGA,small_airport,"Garissa Airport",-0.463508009910583,39.6483001708984,475,AF,KE,KE-500,Garissa,no,HKGA,GAS,,,,
31611,HKHO,small_airport,"Hola Airport",-1.52199995517731,40.0040016174316,195,AF,KE,KE-300,Hola,no,HKHO,HOA,,,,
3206,HKJK,large_airport,"Jomo Kenyatta International Airport",-1.31923997402191,36.9277992248535,5330,AF,KE,KE-110,Nairobi,yes,HKJK,NBO,,http://www.kenyaairports.com/jkia/IndexJkia.php,http://en.wikipedia.org/wiki/Jomo_Kenyatta_International_Airport,"Jkia Airport, Embakasi Airport, Nairobi International Airport"
3208,HKKI,medium_airport,"Kisumu Airport",-0.0861390009522438,34.7289009094238,3734,AF,KE,KE-600,Kisumu,yes,HKKI,KIS,,http://www.kenyaairports.co.ke/kaa/airports/kisumu/,http://en.wikipedia.org/wiki/Kisumu_Airport,
31673,HKKL,small_airport,"Kilaguni Airport",-2.91060996055603,38.0652008056641,2750,AF,KE,KE-300,Kilaguni,no,HKKL,ILU,,,,
31743,HKKR,small_airport,"Kericho Airport",-0.416999995708466,35.25,6562,AF,KE,KE-700,Kericho,no,HKKR,KEY,,,,
3209,HKKT,medium_airport,"Kitale Airport",0.97198897600174,34.9585990905762,6070,AF,KE,KE-700,Kitale,no,HKKT,KTL,,,,
3210,HKLK,medium_airport,"Lokichoggio Airport",4.20412015914917,34.348201751709,2074,AF,KE,KE-700,Lokichoggio,yes,HKLK,LKG,,http://www.kenyaairports.co.ke/kaa/airports/loki/,http://en.wikipedia.org/wiki/Lokichogio_Airport,
3211,HKLO,medium_airport,"Lodwar Airport",3.1219699382782,35.608699798584,1715,AF,KE,KE-700,Lodwar,no,HKLO,LOK,,,,
3212,HKLU,medium_airport,"Manda Airstrip",-2.25241994857788,40.9131011962891,20,AF,KE,KE-300,Lamu,yes,HKLU,LAU,,http://www.kenyaairports.co.ke/kaa/airports/airstrips/manda_intro.html,http://en.wikipedia.org/wiki/Manda_Airport,
31842,HKLY,small_airport,"Loyengalani Airport",2.75,36.7169990539551,1195,AF,KE,KE-400,Loyengalani,no,HKLY,LOY,,,,
32014,HKMA,small_airport,"Mandera Airport",3.93300008773804,41.8499984741211,805,AF,KE,KE-500,Mandera,no,HKMA,NDE,,,,
32198,HKMB,small_airport,"Segel Airport",2.34999990463257,37.9830017089844,4395,AF,KE,KE-400,Marsabit,no,HKMB,RBT,,,,6122
